"OA","White_British","Low_Occupancy","Unemployed","Qualification"
"E00004304",53.6523929471033,7.30337078651685,4.21686746987952,63.0813953488372
"E00004305",32.3943661971831,6.71641791044776,2.20588235294118,64.7887323943662
"E00004306",47.6190476190476,3.82165605095541,4.04858299595142,65.4545454545455
"E00004307",58.1521739130435,3.33333333333333,2.56410256410256,64.0677966101695
"E00004308",60.7913669064748,9.75609756097561,5.52995391705069,70.4347826086957
"E00004309",52.4475524475524,3.47826086956522,2.65486725663717,70.5627705627706
"E00004310",56.2091503267974,6.25,2.19298245614035,67.4698795180723
"E00004311",53.5460992907801,4.04040404040404,2.51256281407035,67.6056338028169
"E00004312",53.2710280373832,10,3.13725490196078,62.2222222222222
"E00004313",42.6523297491039,6.87022900763359,1.73913043478261,70.4918032786885
"E00004314",41.5094339622642,10.4575163398693,4.85074626865672,55.956678700361
"E00004315",51.3157894736842,1.94805194805195,3.73134328358209,69.6428571428571
"E00004316",42.6229508196721,17.2131147540984,4.86725663716814,55.0660792951542
"E00004317",66.6666666666667,4.96894409937888,1.53374233128834,65.8753709198813
"E00004318",56.3829787234042,7.14285714285714,4.8780487804878,65.748031496063
"E00004319",43.6781609195402,7.69230769230769,2.54237288135593,66.1224489795918
"E00004320",48.134328358209,4.46428571428571,2.94117647058824,70.6422018348624
"E00004321",41.7366946778711,4.3859649122807,2.1505376344086,57.9124579124579
"E00004322",53.0405405405405,0.87719298245614,0.952380952380952,64.8068669527897
"E00004323",43.6548223350254,15.625,2.05607476635514,28.4926470588235
"E00004324",48.8294314381271,7.37704918032787,4.39024390243902,66.6666666666667
"E00004325",46.8085106382979,5.30973451327434,1.81818181818182,61.4130434782609
"E00004326",33.9622641509434,10.2564102564103,2.89017341040462,55.7291666666667
"E00004327",41.5625,5.71428571428571,2.67857142857143,71.5447154471545
"E00004328",43.0769230769231,6.31578947368421,5.94594594594595,60.7142857142857
"E00004329",37.4269005847953,11.2903225806452,3.57142857142857,59.1078066914498
"E00004330",45.2380952380952,4.10958904109589,4.6218487394958,76.6393442622951
"E00004331",36.2989323843416,8.92857142857143,3.73831775700935,66.3755458515284
"E00004332",44.4444444444444,6.89655172413793,0.746268656716418,62.9139072847682
"E00004333",59.919028340081,9.02255639097744,2.41545893719807,72.2727272727273
"E00004334",35.8490566037736,3.77358490566038,2.51572327044025,63.7426900584795
"E00004335",45.4237288135593,4.13793103448276,2.10084033613445,70.5179282868526
"E00004336",33.1412103746398,5.71428571428571,3.03030303030303,70.0996677740864
"E00004337",44.6153846153846,7.01754385964912,5.52763819095477,58.8785046728972
"E00004338",39.4833948339483,5.35714285714286,0.520833333333333,79.4117647058823
"E00004339",31.1965811965812,8.92857142857143,4.73684210526316,61.0837438423645
"E00004340",30.316742081448,12.6315789473684,3.55329949238579,59.6059113300493
"E00004341",43.8297872340426,9.84848484848485,2.53807106598985,70.3883495145631
"E00004342",36.5482233502538,8.51063829787234,1.875,70
"E00004343",41.6289592760181,3.33333333333333,3.86740331491713,68.75
"E00004344",22.8915662650602,7.6271186440678,4.90196078431373,68.3035714285714
"E00004345",48.5436893203884,1.65289256198347,0.909090909090909,55.1020408163265
"E00004346",58.1939799331104,2.12765957446809,1.11111111111111,37.037037037037
"E00004347",48.582995951417,6.18556701030928,2.1978021978022,58.8541666666667
"E00004348",39.0681003584229,6.10687022900763,4.24528301886792,60.5381165919283
"E00004349",54.0697674418605,3.41880341880342,2.92887029288703,67.9841897233202
"E00004350",49.6268656716418,2.4,2.74725274725275,64.9769585253456
"E00004351",55.7823129251701,1.52671755725191,2.26244343891403,59.3625498007968
"E00004352",51.4851485148515,0.847457627118644,1.40845070422535,72.7272727272727
"E00004353",48.605577689243,0.72992700729927,1.12994350282486,53.6363636363636
"E00004354",44.4,2.77777777777778,1.55440414507772,61.1872146118721
"E00004355",57.088122605364,5.73770491803279,1.57894736842105,55.2036199095023
"E00004356",49.5238095238095,3.30578512396694,1.79372197309417,71.244635193133
"E00004357",44.2857142857143,7.6271186440678,1.32743362831858,71.25
"E00004358",42.6470588235294,8.7719298245614,3.01507537688442,48.8888888888889
"E00004359",50.6369426751592,2.47933884297521,3.25581395348837,67.6348547717842
"E00004360",38.9090909090909,5.08474576271187,2.89855072463768,68.3035714285714
"E00004361",59.349593495935,5.05050505050505,3.11526479750779,46.242774566474
"E00004362",44.9404761904762,17.3228346456693,7.43801652892562,27.0588235294118
"E00004363",41.1057692307692,20.9150326797386,7.92079207920792,21.183800623053
"E00004364",48.5454545454545,18.6666666666667,6.98254364089776,32.4444444444444
"E00004365",51.792828685259,4.31654676258993,3.2258064516129,72.3214285714286
"E00004366",43.0604982206406,13.3333333333333,8.33333333333333,24.6808510638298
"E00004367",36.5994236311239,18.2432432432432,4.64135021097046,35.632183908046
"E00004368",45.0276243093923,8.57142857142857,2.85714285714286,71.9063545150502
"E00004369",56.9288389513109,11.3821138211382,4.76190476190476,26.9767441860465
"E00004370",56.7901234567901,11.1111111111111,8.09248554913295,23.4146341463415
"E00004371",42.7312775330396,26.2135922330097,8.58895705521472,19.7674418604651
"E00004372",46.5573770491803,11.0091743119266,4.48430493273543,40.4347826086956
"E00004373",40.4761904761905,19.1780821917808,6.88259109311741,23.5955056179775
"E00004374",44.5414847161572,24.7422680412371,6.70731707317073,28.2352941176471
"E00004375",52.9644268774704,7.56302521008403,0.518134715025907,69.3396226415094
"E00004376",51.3715710723192,9.65909090909091,4.98442367601246,37.5375375375375
"E00004377",31.0810810810811,22.1052631578947,10.6918238993711,18.0722891566265
"E00004378",55.3398058252427,6.56934306569343,5.98290598290598,55.5102040816327
"E00004379",62.9213483146067,3.7037037037037,2.92682926829268,65.8119658119658
"E00004380",36.5994236311239,15.1315789473684,7.17131474103586,29.3478260869565
"E00004381",57.3426573426573,7.69230769230769,1.71673819742489,60.5932203389831
"E00004382",69.0721649484536,4.31654676258993,4.05405405405405,67.381974248927
"E00004383",63.1067961165049,4.85436893203883,4.09356725146199,64.4808743169399
"E00004384",63.1818181818182,12.8712871287129,4.24242424242424,57.9234972677596
"E00004385",57.5221238938053,8.79120879120879,4.84848484848485,66.8571428571429
"E00004386",62.7906976744186,8.91089108910891,2.11640211640212,65.1741293532338
"E00004387",54.679802955665,7.86516853932584,4.32098765432099,67.2316384180791
"E00004388",53.6170212765957,4.04040404040404,1.68539325842697,72.9166666666667
"E00004389",65.4545454545455,7.40740740740741,1.84331797235023,75.7847533632287
"E00004390",54.1818181818182,6.19469026548673,3.7037037037037,58.4415584415584
"E00004391",57.0967741935484,3.90625,5.19480519480519,69.9588477366255
"E00004392",69.4560669456067,8.42105263157895,3.35195530726257,59.7989949748744
"E00004393",44.6428571428571,17.6991150442478,9.80392156862745,42.7906976744186
"E00004394",46.7336683417085,11.7021276595745,5.22875816993464,47.7707006369427
"E00004395",53.1365313653137,12.781954887218,2.72727272727273,61.5384615384615
"E00004396",40.8602150537634,16.030534351145,9.72222222222222,34.3612334801762
"E00004397",36.5771812080537,21.6981132075472,8.69565217391304,27.6595744680851
"E00004398",53.8793103448276,12.1212121212121,5.35714285714286,43.7158469945355
"E00004399",40.3061224489796,25.9541984732824,8.8,23.1884057971014
"E00004400",46.4705882352941,18.8888888888889,9.52380952380952,28.2685512367491
"E00004401",66.4359861591695,3.90625,3.94088669950739,73.8197424892704
"E00004402",59.3625498007968,4.7244094488189,4.78723404255319,76.8518518518518
"E00004403",68.0851063829787,0,1.3953488372093,50.8264462809917
"E00004404",58.6466165413534,1.72413793103448,1.64835164835165,70.6161137440758
"E00004405",64.4736842105263,2.34375,1.85185185185185,66.2337662337662
"E00004406",60.0840336134454,4.27350427350427,0,71.5686274509804
"E00004407",62.4633431085044,0.847457627118644,2.54237288135593,55.5555555555556
"E00004408",63.7065637065637,0.943396226415094,2.17391304347826,67.9802955665025
"E00004409",49.6,7.40740740740741,5.0761421319797,51.8867924528302
"E00004410",60,5.83333333333333,3.26086956521739,63.0541871921182
"E00004411",56.7460317460317,8.7719298245614,4,76.7772511848341
"E00004412",63.6704119850187,2.34375,2.41545893719807,74.8898678414097
"E00004413",50.6172839506173,2.97029702970297,2.36686390532544,69.1860465116279
"E00004414",55.2816901408451,7.31707317073171,1.35135135135135,68.2403433476395
"E00004415",52.1452145214521,4.31654676258993,1.79372197309417,73.0290456431535
"E00004416",70.5426356589147,5.26315789473684,1.12994350282486,73.0769230769231
"E00004417",58.6572438162544,3.2,0.465116279069767,71.1206896551724
"E00004418",60.3846153846154,6.14035087719298,3.43137254901961,72.7272727272727
"E00004419",38.1147540983607,4.76190476190476,0.952380952380952,63.5514018691589
"E00004420",69.1729323308271,6.25,2.59067357512953,76.6355140186916
"E00004421",47.986577181208,0.813008130081301,4.48430493273543,70.5128205128205
"E00004422",59.5628415300546,2.17391304347826,0.699300699300699,66.0377358490566
"E00004423",56.3265306122449,1.63934426229508,4.89130434782609,69.8019801980198
"E00004424",54.3859649122807,5.12820512820513,2.11640211640212,69.4581280788177
"E00004425",54.5454545454545,5.71428571428571,3.40909090909091,75.5244755244755
"E00004426",50.5016722408027,5.59440559440559,3.00429184549356,70.1195219123506
"E00004427",66.5540540540541,0,1.59574468085106,72.8506787330317
"E00004428",46.8181818181818,6.10687022900763,2.58064516129032,75.531914893617
"E00004429",50.197628458498,6.2992125984252,3.3175355450237,70.4545454545455
"E00004430",60.5882352941176,7.2,1.12359550561798,37.037037037037
"E00004431",48.6792452830189,1.88679245283019,3.35195530726257,71.2121212121212
"E00004432",53.3088235294118,4.44444444444444,3.72093023255814,73.1601731601732
"E00004433",47.6666666666667,5.03597122302158,1.33928571428571,73.8775510204082
"E00004435",52.2088353413655,15.1260504201681,7.88177339901478,45.9821428571429
"E00004436",52.8528528528528,3.6144578313253,2.71317829457364,68.1506849315068
"E00004437",37.3076923076923,1.72413793103448,3.58974358974359,70.0934579439252
"E00004438",34.9344978165939,3.38983050847458,2.60416666666667,67.3170731707317
"E00004439",51.4285714285714,0.884955752212389,1.78571428571429,80.1020408163265
"E00004440",58.0392156862745,2.67857142857143,1.66666666666667,73.134328358209
"E00004441",57.7358490566038,6.95652173913043,6.51162790697674,68.4444444444444
"E00004442",36.4372469635627,11.0091743119266,5.68181818181818,29.6482412060301
"E00004444",32.1759259259259,29.375,8.10810810810811,29.2763157894737
"E00004445",57.6271186440678,9.52380952380952,6.5989847715736,47.3429951690821
"E00004446",41.7763157894737,15.2542372881356,7.69230769230769,38.7234042553192
"E00004447",62.2641509433962,2.5974025974026,2.77777777777778,42.8571428571429
"E00004448",47.3053892215569,15.4929577464789,7.84313725490196,36.996336996337
"E00004450",56.9553805774278,10.2857142857143,8.4375,46.0843373493976
"E00004451",39.5437262357414,16.9491525423729,5.60747663551402,46.0526315789474
"E00004452",48.1012658227848,9.09090909090909,3.6144578313253,52.2900763358779
"E00004453",50.3667481662592,13.8888888888889,6.57439446366782,28.5266457680251
"E00004454",36.9978858350951,22.2222222222222,8.18181818181818,29.6829971181556
"E00004455",31.9088319088319,29.2682926829268,5.77777777777778,30.3418803418803
"E00004456",41.304347826087,16.9354838709677,5.55555555555556,23.3480176211454
"E00004457",54.4715447154472,4.27350427350427,3.51758793969849,70.6730769230769
"E00004458",53.6363636363636,13.1868131868132,2.89855072463768,45.3521126760563
"E00004459",45.4838709677419,24.025974025974,6.82926829268293,27.7533039647577
"E00004460",41.3636363636364,19,6.42857142857143,29.746835443038
"E00004461",31.701030927835,31.2977099236641,10.1123595505618,27.5
"E00004462",70.8860759493671,5.26315789473684,5.75916230366492,60.1990049751244
"E00004463",25,25.8992805755396,8.93617021276596,18.6234817813765
"E00004464",56.3636363636364,8.98876404494382,1.96078431372549,16.3636363636364
"E00004465",53.6193029490617,17.4698795180723,4.39189189189189,38.8535031847134
"E00004466",51.8181818181818,9.09090909090909,1.55440414507772,73.5849056603774
"E00004467",55.921052631579,15.7894736842105,5.95744680851064,28.4584980237154
"E00004468",30.2325581395349,22.3776223776224,6.158357771261,23.6111111111111
"E00004469",66.793893129771,5.73770491803279,2.89855072463768,70.7423580786026
"E00004470",45.8966565349544,14.2857142857143,6.81818181818182,45.6521739130435
"E00004471",60.091743119266,5.98290598290598,2.64550264550265,77.7227722772277
"E00004472",37.6404494382022,14.1025641025641,4.09556313993174,40.9090909090909
"E00004473",55.8333333333333,8.06451612903226,4.51977401129944,66.6666666666667
"E00004474",58.0110497237569,11.9718309859155,4.68227424749164,58.6750788643533
"E00004475",46.0481099656357,15.4471544715447,6.19047619047619,30.9417040358744
"E00004476",33.8068181818182,20.8955223880597,10.2678571428571,19.3548387096774
"E00004477",52.0134228187919,13.4969325153374,3.23886639676113,63.6363636363636
"E00004478",46.8036529680365,9.54545454545455,6.11702127659574,55.46875
"E00004479",41.4965986394558,16.3120567375887,3.86266094420601,54.7619047619048
"E00004480",59.6707818930041,5.17241379310345,6.53266331658291,53.9823008849557
"E00004481",45.3674121405751,14.2857142857143,6.69642857142857,33.0578512396694
"E00004482",74.7440273037543,2.47933884297521,2.12765957446809,66.260162601626
"E00004483",69.3661971830986,7.01754385964912,2.63157894736842,72.5409836065574
"E00004484",65.8862876254181,6.25,3.93013100436681,64.5569620253165
"E00004485",55.4744525547445,7.31707317073171,3.77358490566038,50.4424778761062
"E00004486",62.6811594202899,8.62068965517241,5.04587155963303,60.1694915254237
"E00004487",65.2582159624413,9.82142857142857,5.17241379310345,57.6923076923077
"E00004488",57.345971563981,9.75609756097561,6.01503759398496,20.9459459459459
"E00004489",58.8028169014084,9.16666666666667,5.16431924882629,55.0218340611354
"E00004490",44.1295546558704,15.9574468085106,9.18367346938776,40.9756097560976
"E00004491",59.468438538206,10.738255033557,6.81818181818182,32.2709163346614
"E00004492",69.5384615384615,1.5625,1.21951219512195,63.7065637065637
"E00004493",45.4148471615721,11.0169491525424,7.45341614906832,53.1791907514451
"E00004494",69.4656488549618,2.74725274725275,0.980392156862745,70
"E00004495",72.265625,3.96825396825397,2.08333333333333,65.1982378854625
"E00004496",65.597667638484,4.63576158940397,1.91570881226054,59.7269624573379
"E00004497",52.3076923076923,19.6581196581197,10.9375,33.9901477832512
"E00004498",47.5903614457831,17.9310344827586,8.08510638297872,40.7258064516129
"E00004499",69.4656488549618,4.44444444444444,1.77935943060498,66.5551839464883
"E00004500",60.9467455621302,11.4503816793893,4.69798657718121,64.375
"E00004501",68.9655172413793,3.94736842105263,4.25531914893617,61.1650485436893
"E00004502",50.3937007874016,20.8333333333333,7.48663101604278,35.4066985645933
"E00004503",61.244019138756,4.54545454545455,6.9620253164557,45.8100558659218
"E00004504",60.7954545454545,2.56410256410256,1.12781954887218,66.4406779661017
"E00004505",49.1408934707904,6.45161290322581,5.63380281690141,41.4847161572052
"E00004506",53.1468531468531,8.27067669172932,6.66666666666667,41.9491525423729
"E00004507",56.7567567567568,3.84615384615385,1.73410404624277,66.8367346938776
